Date,Close,High,Low,Open,Volume,Daily_Return_Pct,Log_Return,Price_Range,Body_Size,Upper_Shadow,Lower_Shadow,MA_7,MA_14,MA_21,MA_50,MA_100,MA_200,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,RSI_14,BB_Mid,BB_Std,BB_Upper,BB_Lower,BB_Width,Volume_MA_20,Volume_Change_Pct,Volatility_30d,Year,Month,Quarter,Day_of_Week,Week_Number,Cumulative_Max,Drawdown_Pct
2024-07-02,3416.35,3459.76,3399.03,3439.38,9421757718,-0.6973,-0.006998,60.73,23.03,20.38,17.32,3407.21,3435.41,3466.0,3545.79,3386.88,3078.96,3434.19,3478.6,-44.41,-41.2431,-3.1669,45.05,3461.32,73.23,3607.78,3314.86,292.92,13264511051.0,-23.29,1.8176,2024,7,3,Tuesday,27,4812.09,-29.0049
2024-07-03,3292.92,3426.33,3254.52,3416.25,16121324440,-3.6129,-0.036798,171.81,123.33,10.08,38.4,3396.27,3416.38,3453.3,3554.02,3383.9,3084.29,3412.46,3464.84,-52.38,-43.4705,-8.9095,37.8,3452.5,82.28,3617.06,3287.94,329.12,13346958165.0,71.11,1.9144,2024,7,3,Wednesday,27,4812.09,-31.5699
2024-07-04,3054.52,3309.2,3054.52,3291.82,20252514386,-7.2398,-0.075152,254.68,237.3,17.38,0.0,3340.52,3383.76,3433.55,3554.37,3378.57,3088.58,3357.39,3434.45,-77.06,-50.1884,-26.8716,28.32,3431.22,120.78,3672.78,3189.66,483.12,13569890054.0,25.63,2.2557,2024,7,3,Thursday,27,4812.09,-36.524
2024-07-05,2981.6,3106.15,2826.01,3057.83,31131942647,-2.3873,-0.024162,280.14,76.23,48.32,155.59,3284.51,3345.59,3409.81,3555.1,3373.39,3092.4,3299.58,3400.91,-101.33,-60.4167,-40.9133,26.16,3402.02,152.91,3707.84,3096.2,611.64,14489804633.0,53.72,2.2408,2024,7,3,Friday,27,4812.09,-38.0394
2024-07-06,3069.38,3080.11,2957.4,2981.99,11586293705,2.9441,0.029016,122.71,87.39,10.73,24.59,3241.14,3315.2,3386.18,3554.61,3368.47,3096.85,3264.16,3376.35,-112.19,-70.7714,-41.4186,32.81,3374.46,160.91,3696.28,3052.64,643.64,14575199910.0,-62.78,2.3416,2024,7,3,Saturday,27,4812.09,-36.2152
2024-07-07,2929.39,3072.81,2923.96,3067.41,10857947538,-4.5609,-0.046681,148.85,138.02,5.4,5.43,3169.21,3280.26,3353.27,3550.74,3362.65,3100.49,3212.66,3343.24,-130.58,-82.7331,-47.8469,28.41,3345.36,185.58,3716.52,2974.2,742.32,14226154438.0,-6.29,2.3934,2024,7,3,Sunday,27,4812.09,-39.1244
2024-07-08,3018.73,3090.66,2826.48,2929.86,22627377457,3.0498,0.030042,264.18,88.87,71.93,103.38,3108.98,3256.57,3329.81,3549.67,3357.75,3104.39,3182.82,3319.2,-136.38,-93.4625,-42.9175,34.45,3322.11,196.16,3714.43,2929.79,784.64,14306397588.0,108.39,2.4877,2024,7,3,Monday,28,4812.09,-37.2678
2024-07-09,3064.03,3105.8,3005.52,3018.8,15269945822,1.5006,0.014895,100.28,45.23,41.77,13.28,3058.65,3232.93,3309.82,3537.68,3351.92,3108.08,3164.55,3300.3,-135.75,-101.92,-33.83,37.33,3297.35,195.9,3689.15,2905.55,783.6,14306126190.0,-32.52,2.507,2024,7,3,Tuesday,28,4812.09,-36.3264
2024-07-10,3102.22,3148.41,3026.61,3066.14,14578679176,1.2464,0.012387,121.8,36.08,46.19,39.53,3031.41,3213.84,3288.05,3523.94,3347.89,3112.04,3154.96,3285.63,-130.67,-107.67,-23.0,39.74,3276.9,193.74,3664.38,2889.42,774.96,14229303961.0,-4.53,2.5278,2024,7,3,Wednesday,28,4812.09,-35.5328
2024-07-11,3100.33,3208.94,3057.22,3101.34,15230095766,-0.0609,-0.000609,151.72,1.01,107.6,43.11,3037.95,3189.24,3268.49,3511.2,3346.12,3116.21,3146.55,3271.9,-125.35,-111.206,-14.144,39.66,3256.12,188.97,3634.06,2878.18,755.88,14194141077.0,4.47,2.4089,2024,7,3,Thursday,28,4812.09,-35.5721
2024-07-12,3134.16,3154.6,3048.51,3099.99,12751638331,1.0912,0.010853,106.09,34.17,20.44,51.48,3059.75,3172.13,3250.31,3498.34,3344.35,3120.52,3144.65,3261.7,-117.05,-112.3748,-4.6752,41.94,3238.08,182.08,3602.24,2873.92,728.32,14460537810.0,-16.27,2.3917,2024,7,3,Friday,28,4812.09,-34.869
2024-07-13,3177.2,3199.99,3115.08,3134.55,8565105946,1.3733,0.013639,84.91,42.65,22.79,19.47,3075.15,3158.15,3235.18,3487.35,3342.82,3125.25,3149.66,3255.44,-105.78,-111.0558,5.2758,44.81,3226.01,177.42,3580.85,2871.17,709.68,14417886040.0,-32.83,2.3775,2024,7,3,Saturday,28,4812.09,-33.9746
2024-07-14,3244.08,3266.49,3166.43,3176.74,10517709666,2.105,0.020831,100.06,67.34,22.41,10.31,3120.11,3144.66,3226.87,3477.25,3342.07,3129.58,3164.18,3254.6,-90.42,-106.9287,16.5087,49.02,3220.7,175.08,3570.86,2870.54,700.32,13786884278.0,22.8,2.4147,2024,7,3,Sunday,28,4812.09,-32.5848
2024-07-15,3489.55,3494.1,3235.78,3246.13,18305490390,7.5667,0.072941,258.32,243.42,4.55,10.35,3187.37,3148.18,3233.51,3470.52,3343.42,3135.29,3214.24,3272.0,-57.76,-97.0949,39.3349,60.83,3225.43,181.2,3587.83,2863.03,724.8,14040381495.0,74.04,2.7641,2024,7,3,Monday,29,4812.09,-27.4837
2024-07-16,3443.51,3498.22,3351.78,3486.14,20446664416,-1.3194,-0.013281,146.44,42.63,12.08,91.73,3241.58,3150.12,3235.81,3461.55,3343.32,3141.0,3249.51,3284.71,-35.2,-84.7159,49.5159,58.11,3229.13,185.02,3599.17,2859.09,740.08,14478012006.0,11.7,2.7572,2024,7,3,Tuesday,29,4812.09,-28.4404
2024-07-17,3388.75,3516.1,3379.1,3446.74,16739123962,-1.5902,-0.01603,137.0,57.99,69.36,9.65,3282.51,3156.96,3236.73,3452.52,3340.26,3146.49,3270.93,3292.41,-21.48,-72.0688,50.5888,54.96,3226.33,181.98,3590.29,2862.37,727.92,14726376503.0,-18.13,2.7177,2024,7,3,Wednesday,29,4812.09,-29.5784
2024-07-18,3426.26,3488.72,3374.99,3388.03,15035622003,1.1069,0.011008,113.73,38.23,62.46,13.04,3329.07,3183.51,3235.85,3445.78,3339.47,3152.21,3294.83,3302.33,-7.5,-59.155,51.655,56.69,3228.96,184.58,3598.12,2859.8,738.32,14835099661.0,-10.18,2.7228,2024,7,3,Thursday,29,4812.09,-28.7989
2024-07-19,3505.73,3540.59,3377.88,3425.91,17705629736,2.3194,0.022929,162.71,79.82,34.86,48.03,3382.15,3220.95,3242.14,3440.96,3339.09,3157.98,3327.28,3317.39,9.89,-45.346,55.236,60.18,3235.6,192.26,3620.12,2851.08,769.04,15391141548.0,17.76,2.727,2024,7,3,Friday,29,4812.09,-27.1475
2024-07-20,3519.3,3539.9,3482.49,3505.72,10360198325,0.3871,0.003863,57.41,13.58,20.6,23.23,3431.03,3253.09,3249.11,3436.14,3339.23,3163.79,3356.82,3332.35,24.47,-31.3828,55.8528,60.76,3239.92,197.82,3635.56,2844.28,791.28,15489330663.0,-41.49,2.716,2024,7,3,Saturday,29,4812.09,-26.8655
2024-07-21,3536.61,3546.62,3415.44,3519.43,13845913681,0.4919,0.004907,131.18,17.18,10.01,103.99,3472.82,3296.46,3254.05,3430.61,3342.16,3170.42,3384.48,3347.48,37.0,-17.7062,54.7062,61.54,3244.73,204.03,3652.79,2836.67,816.12,15567548756.0,33.65,2.7172,2024,7,3,Sunday,29,4812.09,-26.5057
2024-07-22,3440.42,3560.08,3425.8,3536.63,18723199034,-2.7198,-0.027575,134.28,96.21,23.45,14.62,3465.8,3326.58,3254.05,3423.8,3346.52,3176.28,3393.08,3354.37,38.71,-6.423,45.133,55.06,3245.93,205.16,3656.25,2835.61,820.64,16032620821.0,35.23,2.762,2024,7,3,Monday,30,4812.09,-28.5047
2024-07-23,3482.0,3539.53,3395.42,3440.77,24468405650,1.2086,0.012013,144.11,41.23,57.53,45.35,3471.3,3356.44,3257.18,3418.11,3349.77,3182.35,3406.76,3363.82,42.94,3.4496,39.4904,57.16,3255.39,211.69,3678.77,2832.01,846.76,16449974882.0,30.68,2.7396,2024,7,3,Tuesday,30,4812.09,-27.6406
2024-07-24,3336.34,3487.65,3304.04,3482.15,16040945448,-4.1832,-0.042732,183.61,145.81,5.5,32.3,3463.81,3373.16,3259.24,3408.59,3352.12,3187.82,3395.93,3361.78,34.15,9.5897,24.5603,48.59,3269.48,206.94,3683.36,2855.6,827.76,16239396435.0,-34.44,2.8249,2024,7,3,Wednesday,30,4812.09,-30.6675
2024-07-25,3174.43,3341.44,3088.76,3336.36,25293745810,-4.8529,-0.049746,252.68,161.93,5.08,85.67,3427.83,3378.45,3264.95,3394.79,3353.01,3192.58,3361.85,3347.91,13.94,10.4597,3.4803,41.2,3279.12,197.08,3673.28,2884.96,788.32,15947486593.0,57.68,2.9491,2024,7,3,Thursday,30,4812.09,-34.0322
2024-07-26,3275.95,3285.76,3172.78,3174.05,15993893521,3.1981,0.03148,112.98,101.9,9.81,1.27,3395.01,3388.58,3278.97,3384.08,3355.93,3197.29,3348.64,3342.58,6.06,9.5798,-3.5198,46.68,3289.45,190.82,3671.09,2907.81,763.28,16167866584.0,-36.77,3.0103,2024,7,3,Friday,30,4812.09,-31.9225
2024-07-27,3247.61,3327.43,3195.36,3275.89,15198233287,-0.8651,-0.008689,132.07,28.28,51.54,52.25,3356.19,3393.61,3287.46,3375.46,3357.74,3201.81,3333.09,3335.54,-2.45,7.1738,-9.6238,45.41,3305.36,171.51,3648.38,2962.34,686.04,16384880871.0,-4.97,2.9822,2024,7,3,Saturday,30,4812.09,-32.5114
2024-07-28,3271.46,3283.15,3201.76,3247.51,8959236446,0.7344,0.007317,81.39,23.95,11.69,45.75,3318.32,3395.57,3303.75,3367.27,3359.86,3205.25,3323.61,3330.79,-7.18,4.3031,-11.4831,46.72,3318.0,158.07,3634.14,3001.86,632.28,15701473821.0,-41.05,2.964,2024,7,3,Sunday,30,4812.09,-32.0158
2024-07-29,3320.54,3396.63,3257.72,3271.45,18334852719,1.5002,0.014891,138.91,49.09,76.09,13.73,3301.19,3383.49,3318.12,3359.56,3361.49,3208.76,3323.14,3330.04,-6.9,2.0625,-8.9625,49.42,3330.82,146.35,3623.52,3038.12,585.4,15854719166.0,104.65,2.9777,2024,7,3,Monday,31,4812.09,-30.9959
2024-07-30,3278.67,3365.32,3235.76,3320.64,14045773047,-1.2609,-0.01269,129.56,41.97,44.68,42.91,3272.14,3371.72,3328.34,3351.8,3362.81,3212.53,3316.3,3326.23,-9.93,-0.336,-9.594,47.22,3339.64,136.85,3613.34,3065.94,547.4,15828073859.0,-23.39,2.9665,2024,7,3,Tuesday,31,4812.09,-31.866
2024-07-31,3231.3,3347.64,3216.07,3278.69,16135380637,-1.4448,-0.014553,131.57,47.39,68.95,15.23,3257.14,3360.47,3334.49,3346.46,3363.1,3215.8,3303.22,3319.2,-15.98,-3.4648,-12.5152,44.79,3346.19,127.62,3601.43,3090.95,510.48,15873338103.0,14.88,2.9757,2024,7,3,Wednesday,31,4812.09,-32.8504
2024-08-01,3201.56,3241.78,3078.54,3231.25,20217639556,-0.9204,-0.009246,163.24,29.69,10.53,123.02,3261.01,3344.42,3339.31,3339.3,3362.92,3219.45,3287.58,3310.48,-22.9,-7.3519,-15.5481,43.29,3349.56,122.51,3594.58,3104.54,490.04,16246638164.0,25.3,2.9774,2024,8,3,Thursday,31,4812.09,-33.4684
2024-08-02,2986.01,3214.53,2965.73,3201.6,21400241741,-6.7327,-0.0697,248.8,215.59,12.93,20.28,3219.59,3307.3,3332.25,3329.63,3361.38,3221.82,3241.19,3286.45,-45.26,-14.9335,-30.3265,34.29,3340.0,142.5,3625.0,3055.0,570.0,16888394954.0,5.85,3.1511,2024,8,3,Friday,31,4812.09,-37.9478
2024-08-03,2903.39,3015.3,2861.18,2985.95,17844091431,-2.7669,-0.028059,154.12,82.56,29.35,42.21,3170.42,3263.31,3319.21,3318.1,3358.85,3223.4,3189.22,3258.07,-68.85,-25.7168,-43.1332,31.59,3322.97,171.9,3666.77,2979.17,687.6,17254714042.0,-16.62,2.9066,2024,8,3,Saturday,31,4812.09,-39.6647
2024-08-04,2686.4,2931.47,2639.57,2903.09,21139601426,-7.4737,-0.077677,291.9,216.69,28.38,46.83,3086.84,3202.58,3292.66,3300.51,3354.41,3224.19,3111.86,3215.73,-103.87,-41.3474,-62.5226,25.82,3282.81,218.45,3719.71,2845.91,873.8,17396419594.0,18.47,3.1785,2024,8,3,Sunday,31,4812.09,-44.1739
2024-08-05,2417.21,2695.89,2122.55,2686.03,67668132244,-10.0205,-0.105588,573.34,268.82,9.86,294.66,2957.79,3129.49,3241.59,3276.45,3346.06,3223.94,3004.99,3156.58,-151.59,-63.3959,-88.1941,20.75,3231.5,288.14,3807.78,2655.22,1152.56,19757492985.0,220.1,3.5787,2024,8,3,Monday,32,4812.09,-49.768
2024-08-06,2458.72,2553.58,2416.53,2417.27,26041995921,1.7173,0.017027,137.05,41.45,94.86,0.74,2840.66,3056.4,3194.7,3255.39,3338.02,3223.79,2920.95,3104.89,-183.94,-87.5048,-96.4352,23.25,3185.0,332.98,3850.96,2519.04,1331.92,20222636583.0,-61.52,3.5302,2024,8,3,Tuesday,32,4812.09,-48.9054
2024-08-07,2336.59,2551.56,2312.17,2458.99,24264218606,-4.9672,-0.050948,239.39,122.4,92.57,24.42,2712.84,2984.99,3144.6,3232.45,3329.23,3223.12,2831.05,3047.97,-216.92,-113.3878,-103.5322,21.14,3130.51,377.59,3885.69,2375.33,1510.36,20684066413.0,-6.83,3.554,2024,8,3,Wednesday,32,4812.09,-51.4433
2024-08-08,2683.35,2721.95,2322.53,2336.92,23468291180,14.8404,0.138373,399.42,346.43,38.6,14.39,2638.81,2949.91,3109.22,3214.93,3325.94,3224.27,2808.33,3020.97,-212.64,-133.2382,-79.4018,38.29,3089.39,379.35,3848.09,2330.69,1517.4,20972199486.0,-3.28,4.5462,2024,8,3,Thursday,32,4812.09,-44.2373
2024-08-09,2599.6,2706.45,2555.23,2683.72,17907141655,-3.1211,-0.031708,151.22,84.12,22.73,44.37,2583.61,2901.6,3066.07,3196.7,3322.24,3225.71,2776.21,2989.75,-213.54,-149.2986,-64.2414,36.24,3043.41,380.23,3803.87,2282.95,1520.92,21349546652.0,-23.7,4.5634,2024,8,3,Friday,32,4812.09,-45.9777
2024-08-10,2610.02,2642.93,2580.66,2599.58,9361014219,0.4008,0.004,62.27,10.44,32.91,18.92,2541.7,2856.06,3022.77,3178.58,3318.46,3227.56,2750.65,2961.62,-210.97,-161.6329,-49.3371,36.69,2997.08,373.37,3743.82,2250.34,1493.48,21125301679.0,-47.72,4.5657,2024,8,3,Saturday,32,4812.09,-45.7612
2024-08-11,2553.25,2718.8,2544.17,2609.97,13595441987,-2.1751,-0.021991,174.63,56.72,108.83,9.08,2522.68,2804.76,2975.94,3159.75,3312.96,3229.16,2720.28,2931.37,-211.09,-171.5243,-39.5657,35.22,2952.72,370.61,3693.94,2211.5,1482.44,20868913827.0,45.23,4.566,2024,8,3,Sunday,32,4812.09,-46.9409
2024-08-12,2724.43,2749.14,2513.39,2553.5,21653090666,6.7044,0.064892,235.75,170.93,24.71,40.11,2566.57,2762.18,2941.85,3145.87,3309.03,3231.69,2720.92,2916.05,-195.13,-176.2454,-18.8846,42.68,2914.84,351.91,3618.66,2211.02,1407.64,20728148077.0,59.27,4.745,2024,8,3,Monday,33,4812.09,-43.3836
2024-08-13,2703.67,2737.99,2613.8,2724.3,16383053029,-0.762,-0.007649,124.19,20.63,13.69,89.87,2601.56,2721.11,2904.79,3132.93,3304.69,3233.88,2718.26,2900.31,-182.05,-177.4064,-4.6436,42.05,2883.21,340.27,3563.75,2202.67,1361.08,20745253456.0,-24.34,4.7215,2024,8,3,Tuesday,33,4812.09,-43.8151
2024-08-14,2662.91,2775.28,2636.71,2703.59,15825365408,-1.5076,-0.015191,138.57,40.68,71.69,26.2,2648.18,2680.51,2872.72,3118.29,3300.69,3235.85,2709.75,2882.73,-172.98,-176.5211,3.5411,40.77,2857.63,336.43,3530.49,2184.77,1345.72,20271834436.0,-3.4,4.471,2024,8,3,Wednesday,33,4812.09,-44.6621
2024-08-15,2570.09,2675.31,2518.67,2662.89,16345801912,-3.4857,-0.035479,156.64,92.8,12.42,51.42,2632.0,2635.4,2843.94,3102.3,3296.33,3237.41,2688.26,2859.57,-171.31,-175.4789,4.1689,37.94,2822.34,327.14,3476.62,2168.06,1308.56,20289429856.0,3.29,4.497,2024,8,3,Thursday,33,4812.09,-46.591
2024-08-16,2593.19,2629.38,2553.07,2570.09,13275561555,0.8988,0.008948,76.31,23.1,36.19,17.02,2631.08,2607.34,2811.43,3085.27,3292.52,3238.8,2673.63,2839.84,-166.21,-173.6251,7.4151,39.08,2789.62,314.86,3419.34,2159.9,1259.44,20193296269.0,-18.78,4.5063,2024,8,3,Friday,33,4812.09,-46.1109
2024-08-17,2614.55,2626.67,2588.79,2593.17,6676568717,0.8237,0.008203,37.88,21.38,12.12,4.38,2631.73,2586.71,2781.28,3070.09,3288.31,3240.15,2664.54,2823.15,-158.61,-170.6221,12.0121,40.16,2756.77,295.62,3348.01,2165.53,1182.48,20079162883.0,-49.71,4.5025,2024,8,3,Saturday,33,4812.09,-45.6671
2024-08-18,2613.36,2684.03,2596.74,2614.11,9207267415,-0.0455,-0.000455,87.29,0.75,69.92,16.62,2640.31,2581.5,2749.94,3054.9,3285.34,3241.8,2656.67,2807.61,-150.94,-166.6857,15.7457,40.12,2721.41,265.39,3252.19,2190.63,1061.56,19622783618.0,37.9,4.4665,2024,8,3,Sunday,33,4812.09,-45.6918
2024-08-19,2637.31,2648.28,2566.4,2612.72,11968963282,0.9164,0.009123,81.88,24.59,10.97,46.32,2627.87,2597.22,2717.41,3038.99,3282.6,3243.47,2653.69,2795.0,-141.31,-161.6105,20.3005,41.48,2689.35,231.04,3151.43,2227.27,924.16,19518943129.0,29.99,4.4727,2024,8,3,Monday,34,4812.09,-45.1941
2024-08-20,2573.11,2695.91,2556.75,2637.31,13249483464,-2.4343,-0.024644,139.16,64.2,58.6,16.36,2609.22,2605.39,2683.81,3021.64,3279.05,3244.79,2641.29,2778.56,-137.27,-156.7424,19.4724,38.93,2656.44,193.62,3043.68,2269.2,774.48,19374648271.0,10.7,4.4741,2024,8,3,Tuesday,34,4812.09,-46.5282
2024-08-21,2631.4,2662.95,2538.66,2573.11,12766015263,2.2654,0.022401,124.29,58.29,31.55,34.45,2604.72,2626.45,2655.24,3005.94,3275.87,3246.47,2639.77,2767.66,-127.89,-150.9719,23.0819,42.39,2627.93,145.01,2917.95,2337.91,580.04,19002067056.0,-3.65,4.499,2024,8,3,Wednesday,34,4812.09,-45.3169
2024-08-22,2622.95,2644.82,2587.11,2630.86,10723280428,-0.3211,-0.003216,57.71,7.91,13.96,35.84,2612.27,2622.13,2627.69,2992.54,3273.28,3248.14,2637.18,2756.94,-119.76,-144.7296,24.9696,42.02,2609.78,118.04,2845.86,2373.7,472.16,18468218990.0,-16.0,4.4842,2024,8,3,Thursday,34,4812.09,-45.4925
2024-08-23,2764.45,2799.33,2622.58,2622.92,16857181970,5.3947,0.052542,176.75,141.53,34.88,0.34,2636.73,2633.91,2617.14,2986.74,3270.56,3250.46,2656.76,2757.5,-100.74,-135.9316,35.1916,49.93,2602.83,102.98,2808.79,2396.87,411.92,18418873517.0,57.2,4.5782,2024,8,3,Friday,34,4812.09,-42.552
2024-08-24,2769.39,2820.02,2737.78,2765.48,11765811307,0.1787,0.001785,82.24,3.91,50.63,27.7,2658.85,2645.29,2610.76,2982.5,3268.8,3252.45,2674.09,2758.38,-84.29,-125.6033,41.3133,50.19,2606.98,108.07,2823.12,2390.84,432.28,17950184011.0,-30.2,4.5058,2024,8,3,Saturday,34,4812.09,-42.4493
2024-08-25,2749.16,2793.01,2736.09,2769.1,9375535539,-0.7305,-0.007332,56.92,19.94,23.91,13.07,2678.25,2659.28,2613.75,2976.09,3265.35,3254.08,2685.64,2757.69,-72.05,-114.8926,42.8426,49.08,2623.58,102.75,2829.08,2418.08,411.0,15035554176.0,-20.32,4.4557,2024,8,3,Sunday,34,4812.09,-42.8697
2024-08-26,2681.34,2763.0,2668.89,2749.25,12282035835,-2.4669,-0.024979,94.11,67.91,13.75,12.45,2684.54,2656.21,2626.33,2971.13,3260.93,3255.38,2684.98,2752.04,-67.06,-105.3261,38.2661,45.47,2634.71,95.77,2826.25,2443.17,383.08,14347556172.0,31.0,4.47,2024,8,3,Monday,35,4812.09,-44.2791
2024-08-27,2458.73,2700.15,2401.18,2681.62,18028996056,-8.3022,-0.086672,298.97,222.89,18.53,57.55,2668.2,2638.71,2626.33,2959.93,3254.8,3255.24,2650.17,2730.31,-80.14,-100.2889,20.1489,36.08,2640.81,78.01,2796.83,2484.79,312.04,14035795044.0,46.79,4.6805,2024,8,3,Tuesday,35,4812.09,-48.9052
2024-08-28,2528.42,2553.82,2422.29,2458.9,20359545410,2.8344,0.02795,131.53,69.52,25.4,36.61,2653.49,2629.1,2635.46,2949.22,3243.45,3255.38,2631.44,2715.36,-83.92,-97.0151,13.0951,40.24,2633.07,81.19,2795.45,2470.69,324.76,13880357756.0,12.93,4.7098,2024,8,3,Wednesday,35,4812.09,-47.4569
2024-08-29,2528.79,2595.98,2507.5,2528.36,13946434277,0.0146,0.000146,88.48,0.43,67.19,20.86,2640.04,2626.15,2628.1,2937.75,3230.84,3255.48,2615.65,2701.54,-85.89,-94.7901,8.9001,40.26,2629.53,84.21,2797.95,2461.11,336.84,13682322387.0,-31.5,4.7112,2024,8,3,Thursday,35,4812.09,-47.4492
2024-08-30,2525.82,2539.92,2432.83,2528.73,15526218255,-0.1174,-0.001175,107.09,2.91,11.19,92.99,2605.95,2621.34,2624.59,2926.26,3218.73,3254.82,2601.83,2688.52,-86.69,-93.1701,6.4801,40.13,2625.32,87.29,2799.9,2450.74,349.16,13990582589.0,11.33,4.7108,2024,8,3,Friday,35,4812.09,-47.511
2024-08-31,2513.39,2532.39,2493.71,2525.86,6646876013,-0.4921,-0.004933,38.68,12.47,6.53,19.68,2569.38,2614.12,2619.99,2913.85,3206.09,3254.18,2588.22,2675.55,-87.33,-92.0021,4.6721,39.56,2623.32,89.45,2802.22,2444.42,357.8,13643154290.0,-57.19,4.7108,2024,8,3,Saturday,35,4812.09,-47.7693
2024-09-01,2427.9,2515.47,2401.89,2513.42,11800443265,-3.4014,-0.034606,113.58,85.52,2.05,26.01,2523.48,2600.87,2614.02,2898.86,3193.1,3252.43,2563.56,2657.2,-93.64,-92.3296,-1.3104,35.78,2608.5,96.13,2800.76,2416.24,384.52,13150521920.0,77.53,4.6016,2024,9,3,Sunday,35,4812.09,-49.5458
2024-09-02,2538.19,2563.09,2426.1,2427.97,12520444224,4.5426,0.044425,136.99,110.22,24.9,1.87,2503.03,2593.79,2605.15,2884.74,3180.99,3251.0,2559.65,2648.39,-88.74,-91.6117,2.8717,43.3,2600.22,94.62,2789.46,2410.98,378.48,12957391480.0,6.1,4.6751,2024,9,3,Monday,36,4812.09,-47.2539
2024-09-03,2420.6,2552.8,2419.88,2538.16,11406800197,-4.6328,-0.047436,132.92,117.56,14.64,0.72,2497.59,2582.9,2591.67,2863.36,3166.94,3249.08,2538.26,2631.51,-93.25,-91.9394,-1.3106,38.17,2588.11,101.44,2790.99,2385.23,405.76,12736463219.0,-8.89,4.5529,2024,9,3,Tuesday,36,4812.09,-49.6975
2024-09-04,2448.98,2488.92,2313.27,2420.19,16709600747,1.1724,0.011656,175.65,28.79,39.94,106.92,2486.24,2569.87,2581.48,2843.47,3152.51,3247.39,2524.53,2617.99,-93.46,-92.2435,-1.2165,40.02,2582.05,106.08,2794.21,2369.89,424.32,12754653161.0,46.49,4.1667,2024,9,3,Wednesday,36,4812.09,-49.1078
2024-09-05,2367.74,2465.39,2348.86,2448.99,13632325040,-3.3173,-0.033736,116.53,81.25,16.4,18.88,2463.23,2551.64,2571.85,2823.05,3137.78,3244.84,2500.41,2599.46,-99.05,-93.6048,-5.4452,36.64,2570.78,116.32,2803.42,2338.14,465.28,12772491335.0,-18.42,4.2016,2024,9,3,Thursday,36,4812.09,-50.796
2024-09-06,2223.88,2406.51,2150.86,2367.7,25825618367,-6.0758,-0.062682,255.65,143.82,38.81,73.02,2420.1,2513.02,2554.26,2799.0,3122.39,3241.24,2457.86,2571.64,-113.78,-97.6398,-16.1402,31.57,2551.25,139.14,2829.53,2272.97,556.56,13729943818.0,89.44,4.251,2024,9,3,Friday,36,4812.09,-53.7856
2024-09-07,2274.11,2310.19,2222.1,2223.93,11124608320,2.2587,0.022335,88.09,50.18,36.08,1.83,2385.91,2477.65,2538.05,2774.37,3107.66,3237.54,2429.59,2549.6,-120.01,-102.1139,-17.8961,34.96,2534.28,151.32,2836.92,2231.64,605.28,13825810863.0,-56.92,3.225,2024,9,3,Saturday,36,4812.09,-52.7417
2024-09-08,2297.29,2332.36,2243.91,2274.44,10718443487,1.0193,0.010141,88.45,22.85,35.07,30.53,2367.26,2445.37,2523.0,2749.93,3093.04,3234.17,2409.24,2530.91,-121.67,-106.0251,-15.6449,36.52,2517.28,158.09,2833.46,2201.1,632.36,13763284873.0,-3.65,3.1975,2024,9,3,Sunday,36,4812.09,-52.26
2024-09-09,2358.48,2379.79,2274.12,2297.9,15887712451,2.6636,0.026287,105.67,60.58,21.31,23.78,2341.58,2422.31,2509.72,2726.37,3078.49,3231.11,2401.43,2518.14,-116.71,-108.1621,-8.5479,40.57,2506.55,161.35,2829.25,2183.85,645.4,13895196323.0,48.23,3.2424,2024,9,3,Monday,37,4812.09,-50.9884
2024-09-10,2389.58,2398.5,2323.07,2358.5,12795818970,1.3186,0.0131,75.43,31.08,8.92,35.43,2337.15,2417.37,2500.98,2705.35,3064.58,3228.45,2399.61,2508.61,-109.0,-108.3297,-0.6703,42.58,2494.46,160.56,2815.58,2173.34,642.24,13896686508.0,-19.46,3.235,2024,9,3,Tuesday,37,4812.09,-50.3422
2024-09-11,2339.84,2389.72,2279.05,2389.6,15355180967,-2.0815,-0.021035,110.67,49.76,0.12,60.79,2321.56,2403.9,2487.1,2682.51,3050.31,3225.19,2390.41,2496.11,-105.7,-107.8037,2.1037,40.24,2480.3,161.11,2802.52,2158.08,644.44,14128281535.0,20.0,2.9788,2024,9,3,Wednesday,37,4812.09,-51.3758
2024-09-12,2361.78,2390.19,2316.16,2339.84,12162634681,0.9377,0.009333,74.03,21.94,28.41,23.68,2320.71,2391.97,2474.66,2663.02,3035.8,3221.43,2386.01,2486.16,-100.15,-106.273,6.123,41.76,2460.17,148.39,2756.95,2163.39,593.56,13893554170.0,-20.79,2.989,2024,9,3,Thursday,37,4812.09,-50.9199
2024-09-13,2441.61,2462.8,2338.14,2361.74,13759640866,3.3801,0.033242,124.66,79.87,21.19,23.6,2351.81,2385.96,2459.29,2648.36,3021.58,3217.75,2394.56,2482.86,-88.3,-102.6784,14.3784,47.05,2443.78,129.32,2702.42,2185.14,517.28,13993245648.0,13.13,3.0593,2024,9,3,Friday,37,4812.09,-49.2609
2024-09-14,2418.6,2442.63,2386.98,2441.58,8170291680,-0.9424,-0.009469,55.65,22.98,1.05,31.62,2372.45,2379.18,2442.58,2631.21,3007.65,3213.62,2398.26,2478.1,-79.84,-98.1107,18.2707,45.76,2427.25,107.52,2642.29,2212.21,430.08,13932983455.0,-40.62,3.001,2024,9,3,Saturday,37,4812.09,-49.7391
